Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?,Field Annotation
ecog_pmdc_3,pmdc,,dropdown,ECOG at PMDC (3),"0, 0 | 1, 1 | 2, 2 | 3, 3 | 4, 4",,,,,,,,,,,,
review_complete,pmdc,,yesno,"<div class=""rich-text-field-label""><p>Was the review complete during PMDC? (1)</p></div>",,,,,,,,,RH,,,,
review_complete_2,pmdc,,yesno,"<div class=""rich-text-field-label""><p>Was the review complete during PMDC? (2)</p></div>",,,,,,,,,RH,,,,
first_ct,pmdc,,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 78.1816%; height: 115px;"" border=""0""> <tbody> <tr style=""text-align: left;""> <td style=""height: 25px; width: 21.0672%;"">Date of 1st CT </td> <td style=""width: 34.8288%; height: 25px;"">{date_ct_pmdc_1st}</td> <td style=""height: 25px; width: 9.17441%;"">Tumor site  </td> <td style=""width: 34.8288%; height: 63px; vertical-align: top;"" rowspan=""2"">{tumor_site_pmdc}</td> </tr> <tr style=""height: 21px;""> <td style=""height: 21px; width: 21.0672%;"">Tumor_size(mm)  </td> <td style=""width: 34.8288%; height: 21px;"">{tumor_size_pmdc_1st}</td> <td style=""height: 21px; width: 9.17441%;""> </td> </tr> <tr style=""height: 17px; text-align: left;""> <td style=""width: 55.8959%; height: 17px; text-align: left;"" colspan=""2"">Vessel Involvement</td> <td style=""width: 9.17441%; text-align: left; height: 17px;"">CHA</td> <td style=""width: 34.8288%; text-align: left; height: 17px;"">{involvement_hepatic_artery}</td> </tr> <tr style=""height: 17px; text-align: left;""> <td style=""width: 21.0672%; height: 17px; text-align: left; padding-left: 40px;"">SMA</td> <td style=""width: 34.8288%; height: 17px; text-align: left;"">{degree_of_involvement_of_s}</td> <td style=""width: 9.17441%; height: 17px; text-align: left;"">GDA </td> <td style=""width: 34.8288%; height: 17px; text-align: left;"">{involvement_gda}</td> </tr> <tr style=""height: 18px;""> <td style=""width: 21.0672%; text-align: left; height: 18px; padding-left: 40px;"">Celiac axis</td> <td style=""width: 34.8288%; text-align: left; height: 18px;"">{degree_of_involvement2_9c3}</td> <td style=""width: 9.17441%; text-align: left; height: 18px;"">PV-SMV</td> <td style=""width: 34.8288%; height: 18px;"">{degree_of_involvement2_5c0}</td> </tr> <tr> <td style=""text-align: left; width: 55.8959%;"" colspan=""2"">Any Adenopathy?</td> <td style=""width: 9.17441%; text-align: left;"">{adenopathy}</td> <td style=""width: 34.8288%;""> </td> </tr> <tr> <td style=""text-align: left; width: 55.8959%;"" colspan=""2"">Any distant metastasis?</td> <td style=""width: 9.17441%; text-align: left;"">{metastasis}</td> <td style=""width: 34.8288%;""> </td> </tr> <tr> <td style=""text-align: left; width: 55.8959%;"" colspan=""2"">Carcinomatosis?</td> <td style=""width: 9.17441%; text-align: left;"">{carcinomatosis}</td> <td style=""width: 34.8288%;""> </td> </tr> </tbody> </table></div>",,,,,,,,,,,,,
tumor_size_pmdc_1st,pmdc,,text,Tumor_size(mm),,,,,,,,,,,,,
tumor_site_pmdc,pmdc,,checkbox,Tumor site,"1, head | 2, uncinate | 3, neck | 4, body | 5, tail",,,,,,,,,,,,
date_ct_pmdc_1st,pmdc,,text,Date of CT(1st),,,date_mdy,,,,,,,,,,
review_complete_3,pmdc,,yesno,"<div class=""rich-text-field-label""><p>Was the review complete during PMDC? (3)</p></div>",,,,,,,,,RH,,,,
review_complete_4,pmdc,,yesno,"<div class=""rich-text-field-label""><p>Was the review complete during PMDC? (4)</p></div>",,,,,,,,,RH,,,,
review_complete_5,pmdc,,yesno,"<div class=""rich-text-field-label""><p>Was the review complete during PMDC? (5)</p></div>",,,,,,,,,RH,,,,
degree_of_involvement_of_s,pmdc,,dropdown,Degree of involvement of SMA ,"0, None | 1, < 180 (abutment) | 2, > 180 (encasement) | 3, Narrowing/Occlusion | 4, Absent",,,,,,,,,,,,
degree_of_involvement2_9c3,pmdc,,dropdown,Degree of involvement of Celiac axis ,"0, None | 1, < 180 (abutment) | 2, > 180 (encasement) | 3, Narrowing/Occlusion | 4, Absent",,,,,,,,,,,,
involvement_hepatic_artery,pmdc,,dropdown,Degree of involvement of Hepatic artery,"0, None | 1, < 180 (abutment) | 2, > 180 (encasement) | 3, Narrowing/Occlusion | 4, Absent",,,,,,,,,,,,
involvement_gda,pmdc,,dropdown,Degree of involvement of GDA,"0, None | 1, < 180 (abutment) | 2, > 180 (encasement) | 3, Narrowing/Occlusion | 4, Absent",,,,,,,,,,,,
degree_of_involvement2_5c0,pmdc,,dropdown,Degree of involvement of PV-SMV,"0, None | 1, < 180 (abutment) | 2, > 180 (encasement) | 3, Narrowing/Occlusion | 4, Absent",,,,,,,,,,,,
metastasis,pmdc,,dropdown,Any distant metastasis?,"1, Yes | 2, No | 3, Concerning",,,,,,,,,,,,
adenopathy,pmdc,,dropdown,Any adenopathy?,"1, Yes | 2, No | 3, Concerning",,,,,,,,,,,,
carcinomatosis,pmdc,,dropdown,Carcinomatosis?,"1, Yes | 2, No | 3, Concerning",,,,,,,,,,,,
pmdc_recommendations,pmdc,,dropdown,PMDC Recommendations ,"0, Additional workup | 1, Surgical resection | 2, IRE | 3, Chemotherapy | 4, Chemoradiation therapy | 5, Clinical trial | 6, Radiation | 7, Chemotherapy and radiation | 8, Diagnostic laparoscopy | 9, Palliation",,,,,,,,,,,,
intention_to_treat,pmdc,,dropdown,Intention to treat (1),"1, Curative (aimed at resection) | 2, Control of disease progression (no chance of resection) | 3, Palliation without chemotherapy",,,,,,,,,,,,
trt_response,pmdc,,descriptive,"<div class=""rich-text-field-label""><p>Treatment Response</p> <table style=""border-collapse: collapse; width: 93.7768%; height: 51px;"" border=""0""> <tbody> <tr style=""height: 17px;""> <td style=""width: 22.0119%; height: 17px;"">Reporting Date</td> <td style=""width: 34.966%; height: 17px;"">{trt1}</td> <td style=""width: 41.5416%; height: 17px;"">{trt2}</td> </tr> <tr style=""height: 17px;""> <td style=""width: 22.0119%; height: 17px;"">Toleration to Therapy</td> <td style=""width: 34.966%; height: 17px;"">{toleration_of_chemotherapy}</td> <td style=""width: 41.5416%; height: 17px;"">{toleration_of_chemoth2_323}</td> </tr> <tr style=""height: 17px;""> <td style=""width: 22.0119%; height: 17px;"">Course of Disease</td> <td style=""width: 34.966%; height: 17px;"">{course_of_disease}</td> <td style=""width: 41.5416%; height: 17px;"">{course_of_disease2_c20}</td> </tr> </tbody> </table></div>",,,,,,,,,,,,,
trt1,pmdc,,text,Treatment Response Date (1),,,date_mdy,,,,,,,,,,
trt2,pmdc,,text,Treatment Response Date (2),,,date_mdy,,,,,,,,,,
date_of_1st_review_at2_93c,pmdc,,text,Date of 2nd review at PMDC,,,date_mdy,,,,,,,,,,
stage_of_disease_pmdc2_703,pmdc,,dropdown,"Stage of disease (PMDC)
","1, Resectable | 2, Borderline | 3, Locally advanced pancreas cancer (LAPC 1) | 4, Locally advanced pancreas cancer (LAPC 2) | 5, Locally advanced pancreas cancer (LAPC 3) | 6, Metastatic | 7, LAPC, NOS",,,,,,,,,,,,
pmdc_recommendations2_220,pmdc,,dropdown,PMDC Recommendations ,"0, Additional workup | 1, Surgical resection | 2, IRE | 3, Chemotherapy | 4, Chemoradiation therapy | 5, Clinical trial | 6, Radiation | 7, Chemotherapy and radiation | 8, Diagnostic laparoscopy | 9, Palliation",,,,,,,,,,,,
intention_to_treat2_9b3,pmdc,,dropdown,Intention to treat (2),"1, Curative (aimed at resection) | 2, Control of disease progression (no chance of resection) | 3, Palliation without chemotherapy",,,,,,,,,,,,
date_of_1st_review_at2_719,pmdc,,text,Date of 3rd review at PMDC,,,date_mdy,,,,,,,,,,
stage_of_disease_pmdc2_075,pmdc,,dropdown,"Stage of disease (PMDC)
","1, Resectable | 2, Borderline | 3, Locally advanced pancreas cancer (LAPC 1) | 4, Locally advanced pancreas cancer (LAPC 2) | 5, Locally advanced pancreas cancer (LAPC 3) | 6, Metastatic",,,,,,,,,,,,
toleration_of_chemotherapy,pmdc,,dropdown,Toleration of chemotherapy (1),"1, Tolerated well | 2, Side effects but continuing recommended chemotherapy | 3, Side effects requiring change in chemotherapy | 4, Chemotherapy stopped due to side effects",,,,,,,,,,,,
course_of_disease,pmdc,,dropdown,Course of disease,"4, Newly diagnosed | 1, Good response | 6, Partial Response | 2, Stable disease | 3, Disease progression | 5, Remission",,,,,,,,,,,,
toleration_of_chemoth2_323,pmdc,,dropdown,Toleration of chemotherapy (2),"1, Tolerated well | 2, Side effects but continuing recommended chemotherapy | 3, Side effects requiring change in chemotherapy | 4, Chemotherapy stopped due to side effects",,,,,,,,,,,,
course_of_disease2_c20,pmdc,,dropdown,Course of disease (2),"4, Newly diagnosed | 1, Disease demonstrating good response | 2, Stable disease | 3, DIsease progression | 5, Remission",,,,,,,,,,,,
pmdc_recommendations22_864,pmdc,,dropdown,PMDC Recommendations ,"0, Additional workup | 1, Surgical resection | 2, IRE | 3, Chemotherapy | 4, Chemoradiation therapy | 5, Clinical trial | 6, Radiation | 7, Chemotherapy and radiation | 8, Diagnostic laparoscopy | 9, Palliation",,,,,,,,,,,,
intention_to_treat2_92_1ea,pmdc,,dropdown,Intention to treat (3),"1, Curative (aimed at resection) | 2, Control of disease progression (no chance of resection) | 3, Palliation without chemotherapy",,,,,,,,,,,,
date_of_1st_review_at2_575,pmdc,,text,Date of 4th review at PMDC,,,date_mdy,,,,,,,,,,
recommendation_at_4th_visi,pmdc,,dropdown,Recommendation at 4th visit to PMDC ,"0, Additional workup | 1, Surgical resection | 2, IRE | 3, Chemotherapy | 4, Chemoradiation therapy | 5, Clinical trial | 6, Radiation | 7, Chemotherapy and radiation | 8, Diagnostic laparoscopy | 9, Palliation",,,,,,,,,,,,
date_of_1st_review_at2_397,pmdc,,text,Date of 5th review at PMDC,,,date_mdy,,,,,,,,,,
recommendation_at_4th2_a7f,pmdc,,dropdown,Recommendation at 5th visit to PMDC ,"0, Additional workup | 1, Surgical resection | 2, IRE | 3, Chemotherapy | 4, Chemoradiation therapy | 5, Clinical trial | 6, Radiation | 7, Chemotherapy and radiation | 8, Diagnostic laparoscopy | 9, Palliation",,,,,,,,,,,,
pmdc_notes,pmdc,,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 54.6411%; height: 26px;"" border=""0""> <tbody> <tr style=""height: 28px;""> <td style=""width: 24.8833%; height: 28px;"">PMDC Notes</td> <td style=""width: 74.1267%; height: 28px;"">{pmdc_findings}</td> </tr> </tbody> </table></div>",,,,,,,,,,,,,
pmdc_findings,pmdc,,notes,PMDC Notes,,Please note using date (for Eg:10/2/21 change in Therapy from FFX to Gem/Abx),,,,,,,RH,,,,
ca_99,pmdc,,descriptive,"<div class=""rich-text-field-label""><p>CA 19-9</p> <table style=""border-collapse: collapse; width: 97.7373%; height: 51px;"" border=""0""> <tbody> <tr style=""height: 17px;""> <td style=""width: 7.16003%; height: 17px;"">U/ml</td> <td style=""width: 15.473%; height: 17px;"">{ca199_pmdc_1st}</td> <td style=""width: 12.7351%; height: 17px;"">{ca199_pmdc_1st_2}</td> <td style=""width: 11.8839%; height: 17px;"">{ca199_pmdc_1st_3}</td> <td style=""width: 12.8769%; height: 17px;"">{ca199_pmdc_1st_4}</td> </tr> <tr style=""height: 17px;""> <td style=""width: 7.16003%; height: 17px;"">Date</td> <td style=""width: 15.473%; height: 17px;"">{ca199_pmdc_1st_date}</td> <td style=""width: 12.7351%; height: 17px;"">{ca199_pmdc_2nd_date}</td> <td style=""width: 11.8839%; height: 17px;"">{ca199_pmdc_3rd_date}</td> <td style=""width: 12.8769%; height: 17px;"">{ca199_pmdc_4th_date}</td> </tr> <tr style=""height: 17px;""> <td style=""width: 7.16003%; height: 17px;"">Location</td> <td style=""width: 15.473%; height: 17px;"">{location_ca199_1}</td> <td style=""width: 12.7351%; height: 17px;"">{location_ca199_2}</td> <td style=""width: 11.8839%; height: 17px;"">{location_ca199_3}</td> <td style=""width: 12.8769%; height: 17px;"">{location_ca199_4}</td> </tr> </tbody> </table></div>",,,,,,,,,,,,,
ca_199_2,pmdc,,descriptive,"<div class=""rich-text-field-label""><p>CA 19-9 cont.</p> <table style=""border-collapse: collapse; width: 96.04%; height: 51px;"" border=""0""> <tbody> <tr style=""height: 17px;""> <td style=""width: 7.45421%; height: 17px;"">U/ml</td> <td style=""width: 16.5974%; height: 17px;"">{ca199_pmdc_1st_5}</td> <td style=""width: 12.0258%; height: 17px;"">{ca199_pmdc_1st_6}</td> <td style=""width: 6.0212%; height: 17px;"">{ca199_pmdc_1st_7}</td> <td style=""width: 12.0424%; height: 17px;"">{ca199_pmdc_1st_8}</td> </tr> <tr style=""height: 17px;""> <td style=""width: 7.45421%; height: 17px;"">Date</td> <td style=""width: 16.5974%; height: 17px;"">{ca199_pmdc_5th_date}</td> <td style=""width: 12.0258%; height: 17px;"">{ca199_pmdc_6th_date}</td> <td style=""width: 6.0212%; height: 17px;"">{ca199_pmdc_7th_date}</td> <td style=""width: 12.0424%; height: 17px;"">{ca199_pmdc_8th_date}</td> </tr> <tr style=""height: 17px;""> <td style=""width: 7.45421%; height: 17px;"">Location</td> <td style=""width: 16.5974%; height: 17px;"">{location_ca199_5}</td> <td style=""width: 12.0258%; height: 17px;"">{location_ca199_6}</td> <td style=""width: 6.0212%; height: 17px;"">{location_ca199_7}</td> <td style=""width: 12.0424%; height: 17px;"">{location_ca199_8}</td> </tr> </tbody> </table></div>",,,,,,,[ca199_pmdc_1st_4] <> '',,,,,,
ca199_pmdc_1st,pmdc,,text,"CA 19-9 (1)
",,,,,,,,,,,,,
ca199_pmdc_1st_date,pmdc,,text,Date of CA 19-9 (1),,,date_mdy,,,,,,,,,,
location_ca199_1,pmdc,,radio,Location of CA 19-9 (1),"1, Inside Hopkins | 2, Outside Hopkins",,,,,,,,,,,,
ca199_pmdc_1st_2,pmdc,,text,"CA 19-9 (2)
",,,,,,,,,,,,,
ca199_pmdc_2nd_date,pmdc,,text,Date of CA 19-9 (2),,,date_mdy,,,,,,,,,,
location_ca199_2,pmdc,,radio,Location of CA19-9 (2),"1, Inside Hopkins | 2, Outside Hopkins",,,,,,,,,,,,
ca199_pmdc_1st_3,pmdc,,text,"CA 19-9 (3)
",,,,,,,,,,,,,
ca199_pmdc_3rd_date,pmdc,,text,Date of CA 19-9 (3),,,date_mdy,,,,,,,,,,
location_ca199_3,pmdc,,radio,Location of CA19-9 (3),"1, Inside Hopkins | 2, Outside Hopkins",,,,,,,,,,,,
ca199_pmdc_1st_4,pmdc,,text,"CA 19-9 (4)
",,,,,,,,,,,,,
ca199_pmdc_4th_date,pmdc,,text,Date of CA 19-9 (4),,,date_mdy,,,,,,,,,,
location_ca199_4,pmdc,,radio,Location of CA 19-9 (4),"1, Inside Hopkins | 2, Outside Hopkins",,,,,,,,,,,,
ca199_pmdc_1st_5,pmdc,,text,"CA 19-9 (5)
",,,,,,,,,,,,,
ca199_pmdc_5th_date,pmdc,,text,Date of CA 19-9 (5),,,date_mdy,,,,,,,,,,
location_ca199_5,pmdc,,radio,Location of CA 19-9 (5),"1, Inside Hopkins | 2, Outside Hopkins",,,,,,,,,,,,
ca199_pmdc_1st_6,pmdc,,text,"CA 19-9 (6)
",,,,,,,,,,,,,
ca199_pmdc_6th_date,pmdc,,text,Date of CA 19-9 (6),,,date_mdy,,,,,,,,,,
location_ca199_6,pmdc,,radio,Location of CA 19-9 (6),"1, Inside Hopkins | 2, Outside Hopkins",,,,,,,,,,,,
ca199_pmdc_1st_7,pmdc,,text,"CA 19-9 (7)
",,,,,,,,,,,,,
ca199_pmdc_7th_date,pmdc,,text,Date of CA 19-9 (7),,,date_mdy,,,,,,,,,,
location_ca199_7,pmdc,,radio,Location of CA 19-9 (7),"1, Inside Hopkins | 2, Outside Hopkins",,,,,,,,,,,,
ca199_pmdc_1st_8,pmdc,,text,"CA 19-9 (8)
",,,,,,,,,,,,,
ca199_pmdc_8th_date,pmdc,,text,Date of CA 19-9 (8),,,date_mdy,,,,,,,,,,
location_ca199_8,pmdc,,radio,Location of CA 19-9 (8),"1, Inside Hopkins | 2, Outside Hopkins",,,,,,,,,,,,
tbili,pmdc,,descriptive,"<div class=""rich-text-field-label""><p style=""text-align: left;"">Total Bilirubin</p> <table style=""border-collapse: collapse; width: 94.8008%;"" border=""0""> <tbody> <tr> <td style=""width: 13.1327%;"">mg/dl</td> <td style=""width: 14.4877%;"">{bilirubin_pmdc}</td> <td style=""width: 13.8102%;"">{bili_2nd}</td> <td style=""width: 13.8102%;"">{bili_3}</td> <td style=""width: 13.8102%;"">{bili_4th}</td> <td style=""width: 13.8102%;"">{bili_5th}</td> <td style=""width: 13.8213%;"">{bili_6th}</td> </tr> <tr> <td style=""width: 13.1327%;"">Date</td> <td style=""width: 14.4877%;"">{date_bilirubin_1}</td> <td style=""width: 13.8102%;"">{date_bilirubin_2}</td> <td style=""width: 13.8102%;"">{date_bilirubin_3}</td> <td style=""width: 13.8102%;"">{date_bilirubin_4}</td> <td style=""width: 13.8102%;"">{date_bilirubin_5}</td> <td style=""width: 13.8213%;"">{date_bilirubin_6}</td> </tr> </tbody> </table></div>",,,,,,,,,,,,,
bilirubin_pmdc,pmdc,,text,Bilirubin (1),,,,,,,,,,,,,
date_bilirubin_1,pmdc,,text,Date of Bilirubin (1),,,date_mdy,,,,,,,,,,
bili_2nd,pmdc,,text,Bilirubin (2),,,,,,,,,,,,,
date_bilirubin_2,pmdc,,text,Date of Bilirubin (2),,,date_mdy,,,,,,,,,,
bili_3,pmdc,,text,Bilirubin (3),,,,,,,,,,,,,
date_bilirubin_3,pmdc,,text,Date of Bilirubin (3),,,date_mdy,,,,,,,,,,
bili_4th,pmdc,,text,Bilirubin (4),,,,,,,,,,,,,
date_bilirubin_4,pmdc,,text,Date of Bilirubin (4),,,date_mdy,,,,,,,,,,
bili_5th,pmdc,,text,Bilirubin (5),,,,,,,,,,,,,
date_bilirubin_5,pmdc,,text,Date of Bilirubin (5),,,date_mdy,,,,,,,,,,
bili_6th,pmdc,,text,Bilirubin (6),,,,,,,,,,,,,
date_bilirubin_6,pmdc,,text,Date of Bilirubin (6),,,date_mdy,,,,,,,,,,
weight,pmdc,,descriptive,"<div class=""rich-text-field-label""><p>Weight</p> <table style=""border-collapse: collapse; width: 93.0697%; height: 34px;"" border=""0""> <tbody> <tr style=""height: 17px;""> <td style=""width: 7.2854%; height: 17px;"">lbs</td> <td style=""width: 15.3705%; height: 17px;"">{weight_pmdc}</td> <td style=""width: 13.952%; height: 17px;"">{weight_2}</td> <td style=""width: 16.2216%; height: 17px;"">{weight_3}</td> <td style=""width: 14.5194%; height: 17px;"">{weight_4}</td> <td style=""width: 13.6683%; height: 17px;"">{weight_5}</td> <td style=""width: 15.6653%; height: 17px;"">{weight_6}</td> </tr> <tr style=""height: 17px;""> <td style=""width: 7.2854%; height: 17px;"">Date</td> <td style=""width: 15.3705%; height: 17px;"">{date_weight_1}</td> <td style=""width: 13.952%; height: 17px;"">{date_weight_2}</td> <td style=""width: 16.2216%; height: 17px;"">{date_weight_3}</td> <td style=""width: 14.5194%; height: 17px;"">{date_weight_4}</td> <td style=""width: 13.6683%; height: 17px;"">{date_weight_5}</td> <td style=""width: 15.6653%; height: 17px;"">{date_weight_6}</td> </tr> </tbody> </table></div>",,,,,,,,,,,,,
weight_pmdc,pmdc,,text,Weight (1),,,,,,,,,,,,,
date_weight_1,pmdc,,text,Date of Weight (1),,,date_mdy,,,,,,,,,,
weight_2,pmdc,,text,Weight (2),,,,,,,,,,,,,
date_weight_2,pmdc,,text,Date of Weight (2),,,date_mdy,,,,,,,,,,
weight_3,pmdc,,text,Weight (3),,,,,,,,,,,,,
date_weight_3,pmdc,,text,Date of Weight (3),,,date_mdy,,,,,,,,,,
weight_4,pmdc,,text,Weight (4),,,,,,,,,,,,,
date_weight_4,pmdc,,text,Date of Weight (4),,,date_mdy,,,,,,,,,,
weight_5,pmdc,,text,Weight (5),,,,,,,,,,,,,
